,lat,lon,alt,crs,hac,vac,spd,dst,t
256.0,42.41767,-71.079337,-2.992893,279.84375,5.0,6.0,0.78,0.0,1510239350000
257.0,42.417691,-71.079358,2.34396,271.757812,5.0,4.0,0.78,0.0,1510239351000
258.0,42.417699,-71.079356,2.401608,271.757812,5.0,4.0,0.63,0.0,1510239352000
259.0,42.4177,-71.079356,-3.566441,325.546875,5.0,4.0,0.6,0.0,1510239353000
260.0,42.417701,-71.079354,-3.301487,323.789062,5.0,4.0,0.5,0.0,1510239354000
261.0,42.417709,-71.079347,-3.626774,324.140625,5.0,4.0,0.65,0.0,1510239355000
262.0,42.417692,-71.07936,3.11993,271.757812,5.0,6.0,0.18,0.0,1510239356000
263.0,42.417697,-71.079363,2.983547,271.757812,5.0,6.0,0.18,0.0,1510239357000
264.0,42.417698,-71.079362,-0.177677,271.757812,5.0,6.0,0.16,0.0,1510239358000
265.0,42.417698,-71.079362,0.079952,324.140625,5.0,6.0,0.0,0.0,1510239359000
266.0,42.417698,-71.079362,3.45834,271.757812,5.0,6.0,0.0,0.0,1510239360000
267.0,42.417698,-71.079362,3.356411,271.757812,5.0,6.0,0.0,0.0,1510239361000
268.0,42.417698,-71.079362,4.106167,271.757812,5.0,6.0,0.0,0.0,1510239362000
269.0,42.417698,-71.079362,4.041866,271.757812,5.0,6.0,0.0,0.0,1510239363000
270.0,42.417698,-71.079362,0.057247,271.757812,5.0,6.0,0.0,0.0,1510239364000
271.0,42.417698,-71.079362,3.945461,271.757812,5.0,6.0,0.0,0.0,1510239365000
272.0,42.417698,-71.079362,3.702145,271.757812,5.0,6.0,0.0,0.0,1510239366000
273.0,42.417698,-71.079362,3.933285,271.757812,5.0,6.0,0.0,0.0,1510239367000
274.0,42.417698,-71.079362,3.871761,271.757812,5.0,6.0,0.0,0.0,1510239368000
275.0,42.417698,-71.079362,-0.706364,271.757812,5.0,6.0,0.0,0.0,1510239369000
276.0,42.417698,-71.079362,4.195492,271.757812,5.0,6.0,0.0,0.0,1510239370000
277.0,42.417698,-71.079362,3.96896,271.757812,5.0,6.0,0.0,0.0,1510239371000
278.0,42.417698,-71.079362,-0.077763,271.757812,5.0,6.0,0.0,0.0,1510239372000
279.0,42.417698,-71.079362,4.294399,271.757812,5.0,6.0,0.0,0.0,1510239373000
280.0,42.417698,-71.079362,4.235378,271.757812,5.0,6.0,0.0,0.0,1510239374000
281.0,42.417698,-71.079362,-0.015141,271.757812,5.0,6.0,0.0,0.0,1510239375000
282.0,42.417707,-71.079356,3.774044,271.757812,5.0,6.0,0.24,0.0,1510239376000
283.0,42.417707,-71.079362,3.704464,271.757812,5.0,6.0,0.63,0.0,1510239377000
284.0,42.417712,-71.079377,2.404324,271.054688,5.0,6.0,2.16,0.0,1510239378000
285.0,42.417711,-71.079418,2.191616,270.703125,5.0,6.0,3.77,0.0,1510239379000
286.0,42.417714,-71.07948,0.089626,270.703125,5.0,6.0,5.11,0.0,1510239380000
287.0,42.417711,-71.079546,1.87112,270.351562,5.0,6.0,6.26,0.0,1510239381000
288.0,42.417711,-71.079625,1.746578,270.351562,5.0,6.0,6.35,0.0,1510239382000
289.0,42.41771,-71.079713,0.946255,270.351562,5.0,6.0,7.26,0.0,1510239383000
290.0,42.417709,-71.079808,0.717098,269.648438,5.0,6.0,7.73,0.0,1510239384000
291.0,42.417705,-71.079908,0.704372,269.296875,5.0,4.0,8.4,0.0,1510239385000
292.0,42.417704,-71.080012,0.524258,268.945312,5.0,4.0,8.83,0.0,1510239386000
293.0,42.417702,-71.080125,0.320736,268.945312,5.0,4.0,9.24,0.0,1510239387000
294.0,42.417692,-71.080234,0.329006,268.945312,5.0,4.0,9.1,0.0,1510239388000
295.0,42.417695,-71.080339,1.148281,268.945312,5.0,4.0,7.97,0.0,1510239389000
296.0,42.417696,-71.080424,0.935726,270.351562,5.0,4.0,5.76,0.0,1510239390000
297.0,42.417696,-71.080476,1.030727,271.40625,5.0,4.0,3.69,0.0,1510239391000
298.0,42.417696,-71.080498,0.334805,271.757812,5.0,4.0,1.11,0.0,1510239392000
299.0,42.417696,-71.080498,0.161739,271.757812,5.0,4.0,0.0,0.0,1510239393000
300.0,42.417696,-71.080498,1.081448,271.757812,5.0,3.0,0.0,0.0,1510239394000
301.0,42.417696,-71.080498,1.335964,271.757812,5.0,4.0,0.0,0.0,1510239395000
302.0,42.417696,-71.080498,1.246517,271.757812,5.0,4.0,0.0,0.0,1510239396000
303.0,42.417696,-71.080498,1.02853,271.757812,5.0,4.0,0.0,0.0,1510239397000
304.0,42.417696,-71.080498,0.954769,271.757812,5.0,4.0,0.0,0.0,1510239398000
305.0,42.417696,-71.080498,1.125027,271.757812,5.0,4.0,0.0,0.0,1510239399000
306.0,42.417696,-71.080498,1.498409,272.109375,5.0,4.0,0.0,0.0,1510239400000
307.0,42.417696,-71.080498,1.398739,272.109375,5.0,4.0,0.0,0.0,1510239401000
308.0,42.417696,-71.080498,1.199673,272.109375,5.0,4.0,0.0,0.0,1510239402000
309.0,42.417696,-71.080498,1.112545,272.109375,5.0,4.0,0.0,0.0,1510239403000
310.0,42.417696,-71.080498,1.257229,272.109375,10.0,4.0,0.0,0.0,1510239404000
311.0,42.417696,-71.080498,2.275967,272.109375,10.0,6.0,0.0,0.0,1510239405000
312.0,42.417696,-71.080498,2.435452,272.109375,10.0,6.0,0.0,0.0,1510239406000
313.0,42.417696,-71.080498,3.380154,272.109375,10.0,6.0,0.0,0.0,1510239407000
314.0,42.417696,-71.080498,3.333614,272.109375,10.0,6.0,0.0,0.0,1510239408000
315.0,42.417696,-71.080498,2.469234,272.109375,10.0,6.0,0.0,0.0,1510239409000
316.0,42.417696,-71.080498,3.656918,272.109375,5.0,4.0,0.0,0.0,1510239410000
317.0,42.417696,-71.080498,3.333645,272.109375,5.0,4.0,0.0,0.0,1510239411000
318.0,42.417696,-71.080498,3.176418,272.109375,5.0,4.0,0.0,0.0,1510239412000
319.0,42.417696,-71.080498,1.984249,271.757812,10.0,4.0,0.0,0.0,1510239413000
320.0,42.417696,-71.080498,1.964443,271.757812,10.0,6.0,0.0,0.0,1510239414000
321.0,42.417696,-71.080498,3.804012,271.757812,10.0,4.0,0.0,0.0,1510239415000
322.0,42.417696,-71.080498,3.646816,271.757812,10.0,6.0,0.0,0.0,1510239416000
323.0,42.417696,-71.080498,3.389492,271.757812,10.0,6.0,0.0,0.0,1510239417000
324.0,42.417696,-71.080498,3.333645,271.757812,10.0,6.0,0.0,0.0,1510239418000
325.0,42.417696,-71.080498,3.212826,271.757812,10.0,4.0,0.0,0.0,1510239419000
326.0,42.417696,-71.080498,3.160061,271.757812,10.0,4.0,0.0,0.0,1510239420000
327.0,42.417696,-71.080498,3.361874,271.757812,10.0,4.0,0.0,0.0,1510239421000
328.0,42.417696,-71.080498,3.310329,271.757812,10.0,6.0,0.0,0.0,1510239422000
329.0,42.417696,-71.080498,1.885891,271.757812,10.0,4.0,0.0,0.0,1510239423000
330.0,42.417696,-71.080498,3.492458,271.757812,10.0,4.0,0.0,0.0,1510239424000
331.0,42.417696,-71.080498,3.437099,271.757812,10.0,4.0,0.0,0.0,1510239425000
332.0,42.417696,-71.080498,3.205349,271.757812,10.0,4.0,0.0,0.0,1510239426000
333.0,42.417696,-71.080498,3.351162,271.757812,10.0,4.0,0.0,0.0,1510239427000
334.0,42.417696,-71.080498,3.189663,271.757812,10.0,4.0,0.0,0.0,1510239428000
335.0,42.417696,-71.080498,3.154232,271.757812,10.0,4.0,0.0,0.0,1510239429000
336.0,42.417696,-71.080498,3.098171,271.757812,10.0,4.0,0.0,0.0,1510239430000
337.0,42.417696,-71.080498,2.967037,271.757812,10.0,4.0,0.0,0.0,1510239431000
338.0,42.417696,-71.080498,2.915371,271.757812,10.0,4.0,0.0,0.0,1510239432000
339.0,42.417696,-71.080498,2.857296,271.757812,5.0,4.0,0.0,0.0,1510239433000
340.0,42.417696,-71.080498,2.808804,271.757812,5.0,4.0,0.0,0.0,1510239434000
341.0,42.417696,-71.080498,2.818691,271.757812,5.0,4.0,0.0,0.0,1510239435000
342.0,42.417696,-71.080498,2.773464,271.757812,5.0,4.0,0.0,0.0,1510239436000
343.0,42.417696,-71.080498,2.317654,271.757812,5.0,4.0,0.0,0.0,1510239437000
344.0,42.417696,-71.080498,3.183987,271.757812,5.0,4.0,0.0,0.0,1510239438000
345.0,42.417696,-71.080498,3.133327,271.757812,5.0,4.0,0.0,0.0,1510239439000
346.0,42.417696,-71.080498,3.459866,271.757812,10.0,6.0,0.0,0.0,1510239440000
347.0,42.417696,-71.080498,3.402126,271.757812,10.0,6.0,0.0,0.0,1510239441000
348.0,42.417696,-71.080498,3.385403,271.757812,10.0,4.0,0.0,0.0,1510239442000
349.002,42.417696,-71.080498,3.337917,271.757812,10.0,4.0,0.0,0.0,1510239443002
350.0,42.417696,-71.080498,3.390133,271.40625,10.0,6.0,0.0,0.0,1510239444000
351.0,42.417696,-71.080498,3.340359,271.40625,10.0,6.0,0.0,0.0,1510239445000
352.0,42.417696,-71.080498,2.229916,271.40625,5.0,4.0,0.0,0.0,1510239446000
353.0,42.417696,-71.080498,2.284908,271.40625,5.0,4.0,0.0,0.0,1510239447000
354.0,42.417696,-71.080498,3.09988,271.40625,5.0,4.0,0.0,0.0,1510239448000
355.0,42.417696,-71.080498,3.046169,271.40625,5.0,4.0,0.0,0.0,1510239449000
356.0,42.417696,-71.080498,2.904537,271.40625,5.0,4.0,0.0,0.0,1510239450000
357.0,42.417696,-71.080498,2.853878,271.40625,5.0,4.0,0.0,0.0,1510239451000
358.0,42.417696,-71.080498,2.948299,271.40625,5.0,4.0,0.0,0.0,1510239452000
359.0,42.417696,-71.080498,2.897976,271.40625,5.0,4.0,0.0,0.0,1510239453000
360.0,42.417688,-71.080513,1.620022,271.757812,5.0,4.0,0.54,0.0,1510239454000
361.0,42.417688,-71.080526,1.767849,271.757812,5.0,4.0,1.2,0.0,1510239455000
362.0,42.41769,-71.080548,1.746487,277.734375,5.0,4.0,2.39,0.0,1510239456000
363.0,42.417696,-71.080575,1.522976,292.851562,5.0,4.0,2.79,0.0,1510239457000
364.0,42.417715,-71.080603,1.679317,320.625,5.0,4.0,3.41,0.0,1510239458000
365.0,42.417746,-71.080624,1.739956,336.445312,5.0,4.0,4.0,0.0,1510239459000
366.0,42.417789,-71.080647,2.52264,341.015625,5.0,4.0,4.54,0.0,1510239460000
367.0,42.417854,-71.080681,4.279202,341.71875,5.0,6.0,6.53,0.0,1510239461000
368.0,42.417927,-71.080713,4.07272,342.773438,5.0,3.0,7.62,0.0,1510239462000
369.0,42.417991,-71.080744,4.585171,342.421875,5.0,3.0,7.93,0.0,1510239463000
370.0,42.418077,-71.080772,3.739071,343.828125,5.0,3.0,8.79,0.0,1510239464000
371.0,42.418156,-71.080801,3.490566,343.476562,5.0,3.0,9.04,0.0,1510239465000
372.0,42.418244,-71.080837,3.93362,343.125,5.0,3.0,9.47,0.0,1510239466000
373.0,42.418311,-71.080867,4.222042,342.773438,10.0,3.0,9.47,0.0,1510239467000
374.0,42.418393,-71.080902,4.038662,343.476562,10.0,3.0,9.57,0.0,1510239468000
375.0,42.418478,-71.08094,4.226803,343.125,10.0,3.0,9.73,0.0,1510239469000
376.0,42.418564,-71.080977,4.089077,343.828125,10.0,4.0,9.71,0.0,1510239470000
377.0,42.41866,-71.081011,3.605312,344.882812,5.0,3.0,9.58,0.0,1510239471000
378.0,42.418745,-71.081043,3.372982,344.882812,5.0,4.0,9.65,0.0,1510239472000
379.0,42.418838,-71.081076,4.005581,345.585938,5.0,3.0,9.94,0.0,1510239473000
380.0,42.418936,-71.081116,4.787716,345.585938,5.0,3.0,10.22,0.0,1510239474000
381.0,42.419024,-71.081146,4.817226,345.234375,5.0,3.0,10.25,0.0,1510239475000
382.0,42.419117,-71.081181,4.487087,344.882812,5.0,3.0,10.15,0.0,1510239476000
383.0,42.419207,-71.08121,4.358547,345.234375,5.0,4.0,9.85,0.0,1510239477000
384.0,42.419292,-71.081244,8.086697,344.882812,5.0,3.0,8.73,0.0,1510239478000
385.0,42.41936,-71.081271,4.244991,344.882812,5.0,3.0,6.88,0.0,1510239479000
386.0,42.41941,-71.081292,4.23193,346.640625,5.0,3.0,5.05,0.0,1510239480000
387.0,42.419441,-71.081305,3.895138,347.695312,5.0,3.0,2.77,0.0,1510239481000
388.0,42.419464,-71.081313,4.348598,347.695312,5.0,3.0,2.05,0.0,1510239482000
389.0,42.419487,-71.08132,4.50256,346.289062,5.0,3.0,2.87,0.0,1510239483000
390.0,42.419521,-71.081336,8.28616,344.882812,5.0,3.0,4.5,0.0,1510239484000
391.0,42.41957,-71.081355,9.299191,343.828125,5.0,3.0,5.79,0.0,1510239485000
392.0,42.419622,-71.081393,4.071224,343.476562,5.0,3.0,6.98,0.0,1510239486000
393.0,42.419688,-71.081416,3.715054,343.476562,5.0,3.0,7.96,0.0,1510239487000
394.0,42.419762,-71.081447,3.971951,343.125,5.0,3.0,8.96,0.0,1510239488000
395.0,42.419841,-71.08148,3.817348,342.773438,5.0,3.0,9.31,0.0,1510239489000
396.0,42.419916,-71.081519,3.893032,341.71875,5.0,3.0,9.52,0.0,1510239490000
397.0,42.419996,-71.081553,3.489559,342.421875,5.0,3.0,9.53,0.0,1510239491000
398.0,42.420074,-71.081581,4.045956,345.234375,5.0,3.0,9.3,0.0,1510239492000
399.0,42.420157,-71.081611,3.953457,345.9375,5.0,4.0,9.54,0.0,1510239493000
400.0,42.420247,-71.081645,4.127987,345.234375,5.0,3.0,9.93,0.0,1510239494000
401.0,42.420333,-71.081677,3.984737,344.882812,5.0,3.0,10.09,0.0,1510239495000
402.0,42.420425,-71.081711,7.527096,344.882812,5.0,3.0,10.27,0.0,1510239496000
403.0,42.420507,-71.081745,4.683163,344.53125,5.0,3.0,10.08,0.0,1510239497000
404.0,42.420595,-71.081779,4.392544,344.53125,5.0,3.0,9.94,0.0,1510239498000
405.0,42.420679,-71.08181,4.83279,344.179688,5.0,3.0,9.64,0.0,1510239499000
406.0,42.420757,-71.081841,4.719692,344.179688,5.0,3.0,8.91,0.0,1510239500000
407.0,42.420828,-71.081865,5.711941,343.828125,5.0,3.0,7.32,0.0,1510239501000
408.0,42.42088,-71.081887,5.839993,343.828125,5.0,3.0,5.57,0.0,1510239502000
409.0,42.42092,-71.081901,7.117702,344.53125,5.0,3.0,3.57,0.0,1510239503000
410.0,42.420942,-71.08191,5.666073,344.53125,5.0,3.0,2.02,0.0,1510239504000
411.0,42.420962,-71.081918,5.51379,344.53125,5.0,3.0,2.15,0.0,1510239505000
412.0,42.420992,-71.081931,6.107815,344.179688,5.0,3.0,3.6,0.0,1510239506000
413.0,42.421033,-71.081949,6.24725,342.773438,5.0,3.0,5.21,0.0,1510239507000
414.0,42.421083,-71.081976,4.779781,342.773438,5.0,3.0,7.24,0.0,1510239508000
415.0,42.42115,-71.082006,4.544979,342.773438,5.0,3.0,8.27,0.0,1510239509000
416.0,42.421233,-71.082036,6.776913,342.773438,5.0,3.0,9.21,0.0,1510239510000
417.0,42.421324,-71.082074,5.272366,342.773438,5.0,3.0,9.46,0.0,1510239511000
418.0,42.421405,-71.082107,5.359737,342.421875,5.0,3.0,9.46,0.0,1510239512000
419.0,42.421487,-71.082144,5.667294,342.070312,5.0,3.0,9.27,0.0,1510239513000
420.0,42.421564,-71.082178,5.814236,341.71875,5.0,3.0,8.75,0.0,1510239514000
421.0,42.421638,-71.082206,5.789822,345.9375,5.0,3.0,8.7,0.0,1510239515000
422.0,42.421714,-71.082234,5.754665,347.34375,5.0,3.0,8.76,0.0,1510239516000
423.0,42.421794,-71.082269,5.683712,343.125,5.0,3.0,9.07,0.0,1510239517000
424.0,42.421876,-71.082309,5.25494,342.070312,5.0,3.0,9.35,0.0,1510239518000
425.0,42.421957,-71.082349,5.273098,341.015625,5.0,3.0,9.72,0.0,1510239519000
426.0,42.422045,-71.082377,5.231136,347.695312,5.0,3.0,9.84,0.0,1510239520000
427.0,42.422132,-71.082387,4.89056,356.484375,10.0,3.0,10.18,0.0,1510239521000
428.0,42.422231,-71.082387,6.019772,1.054688,10.0,4.0,10.61,0.0,1510239522000
429.0,42.422324,-71.08238,4.832363,1.40625,10.0,3.0,10.66,0.0,1510239523000
430.0,42.422425,-71.082376,6.023556,0.703125,10.0,4.0,10.88,0.0,1510239524000
431.0,42.422525,-71.082372,4.839443,0.351562,10.0,3.0,11.02,0.0,1510239525000
432.0,42.422627,-71.08237,5.088161,0.351562,10.0,3.0,11.1,0.0,1510239526000
433.0,42.422711,-71.082375,5.266598,359.648438,10.0,3.0,10.63,0.0,1510239527000
434.0,42.422811,-71.082381,5.436581,359.296875,10.0,3.0,10.71,0.0,1510239528000
435.0,42.422904,-71.082385,5.283932,358.945312,10.0,3.0,10.46,0.0,1510239529000
436.0,42.422997,-71.082392,5.367428,357.1875,10.0,3.0,10.14,0.0,1510239530000
437.0,42.423077,-71.082404,5.577206,354.726562,10.0,4.0,9.41,0.0,1510239531000
438.0,42.423147,-71.082415,5.191799,356.484375,10.0,3.0,8.25,0.0,1510239532000
439.0,42.423203,-71.082411,5.507504,1.054688,10.0,3.0,6.41,0.0,1510239533000
440.0,42.423244,-71.082415,5.336117,359.648438,10.0,3.0,4.88,0.0,1510239534000
441.0,42.423269,-71.082419,5.502834,353.671875,10.0,4.0,3.1,0.0,1510239535000
442.0,42.423285,-71.082421,5.534023,351.914062,10.0,3.0,1.87,0.0,1510239536000
443.0,42.423311,-71.082431,5.343868,349.453125,10.0,3.0,2.66,0.0,1510239537000
444.0,42.423354,-71.082446,4.555569,343.828125,10.0,4.0,4.32,0.0,1510239538000
445.0,42.423406,-71.082468,4.82217,336.09375,10.0,4.0,5.69,0.0,1510239539000
446.0,42.423465,-71.08251,4.955471,327.65625,5.0,4.0,7.07,0.0,1510239540000
447.0,42.423528,-71.082566,5.412258,323.085938,5.0,4.0,8.24,0.0,1510239541000
448.0,42.423599,-71.082637,5.324978,320.976562,5.0,4.0,9.24,0.0,1510239542000
449.0,42.42367,-71.082713,5.698269,320.625,5.0,4.0,10.15,0.0,1510239543000
450.0,42.423744,-71.08279,5.872219,321.328125,5.0,3.0,10.35,0.0,1510239544000
451.0,42.423822,-71.082872,5.73901,320.273438,5.0,3.0,10.64,0.0,1510239545000
452.0,42.4239,-71.082959,5.435329,319.921875,5.0,3.0,10.81,0.0,1510239546000
453.0,42.423976,-71.08304,5.49609,320.625,5.0,3.0,10.87,0.0,1510239547000
454.0,42.424055,-71.083122,5.517483,322.03125,5.0,3.0,10.9,0.0,1510239548000
455.0,42.424134,-71.083201,5.600674,323.4375,5.0,3.0,10.89,0.0,1510239549000
456.0,42.424214,-71.083279,5.663906,324.84375,5.0,3.0,10.74,0.0,1510239550000
457.0,42.424287,-71.083351,5.528286,324.140625,5.0,3.0,10.38,0.0,1510239551000
458.0,42.424358,-71.083428,5.521084,320.625,5.0,3.0,10.18,0.0,1510239552000
459.0,42.424426,-71.08351,5.437771,318.515625,5.0,3.0,10.23,0.0,1510239553000
460.0,42.424497,-71.083597,5.595242,317.109375,5.0,3.0,10.23,0.0,1510239554000
461.0,42.424559,-71.083683,5.527737,315.703125,5.0,3.0,10.23,0.0,1510239555000
462.0,42.424626,-71.083771,5.617031,315.351562,5.0,3.0,10.28,0.0,1510239556000
463.0,42.424701,-71.083858,4.999752,319.570312,5.0,3.0,10.37,0.0,1510239557000
464.0,42.424782,-71.083936,4.821346,323.789062,5.0,3.0,10.61,0.0,1510239558000
465.0,42.424862,-71.084011,5.960506,325.546875,5.0,3.0,10.82,0.0,1510239559000
466.0,42.424944,-71.084086,6.05328,327.304688,5.0,3.0,10.81,0.0,1510239560000
467.0,42.425029,-71.084157,6.033504,328.359375,5.0,3.0,10.68,0.0,1510239561000
468.0,42.4251,-71.084226,6.330257,330.117188,5.0,3.0,10.63,0.0,1510239562000
469.0,42.425177,-71.084294,5.695339,329.765625,5.0,3.0,10.4,0.0,1510239563000
470.0,42.425257,-71.084358,5.850185,329.765625,5.0,3.0,10.46,0.0,1510239564000
471.0,42.425339,-71.084424,5.954983,330.46875,5.0,3.0,10.51,0.0,1510239565000
472.0,42.425414,-71.084485,6.43008,331.523438,5.0,3.0,9.98,0.0,1510239566000
473.0,42.425491,-71.08454,6.510311,332.578125,5.0,3.0,9.4,0.0,1510239567000
474.0,42.425564,-71.084594,6.905117,332.226562,5.0,3.0,8.35,0.0,1510239568000
475.0,42.425623,-71.084636,6.13348,332.226562,5.0,3.0,6.8,0.0,1510239569000
476.0,42.425671,-71.084669,7.30682,335.390625,5.0,3.0,4.85,0.0,1510239570000
477.0,42.425701,-71.084686,7.310757,341.71875,5.0,3.0,3.31,0.0,1510239571000
478.0,42.425716,-71.084692,7.078243,349.101562,5.0,3.0,1.21,0.0,1510239572000
479.0,42.425728,-71.084693,7.218838,352.617188,5.0,3.0,1.05,0.0,1510239573000
480.0,42.425742,-71.084692,7.028713,5.625,5.0,3.0,2.35,0.0,1510239574000
481.0,42.425761,-71.084677,7.179775,35.507812,5.0,3.0,3.2,0.0,1510239575000
482.0,42.425786,-71.08464,7.258053,63.28125,5.0,3.0,4.25,0.0,1510239576000
483.0,42.425805,-71.084578,7.238369,74.179688,5.0,3.0,5.59,0.0,1510239577000
484.0,42.425836,-71.084485,6.759914,76.640625,5.0,3.0,7.57,0.0,1510239578000
485.0,42.425855,-71.084396,6.686916,76.289062,5.0,3.0,8.44,0.0,1510239579000
486.0,42.425879,-71.084293,6.549953,74.882812,5.0,3.0,9.37,0.0,1510239580000
487.0,42.425908,-71.084193,8.059383,72.421875,5.0,3.0,9.17,0.0,1510239581000
488.0,42.425934,-71.084083,7.999294,72.773438,5.0,3.0,9.31,0.0,1510239582000
489.0,42.425962,-71.083978,7.998348,72.773438,5.0,3.0,9.43,0.0,1510239583000
490.0,42.425986,-71.08387,7.689999,72.773438,5.0,3.0,9.64,0.0,1510239584000
491.0,42.426014,-71.083758,7.330868,72.070312,5.0,3.0,9.76,0.0,1510239585000
492.0,42.426042,-71.083642,6.95657,72.070312,5.0,3.0,9.68,0.0,1510239586000
493.0,42.426067,-71.083538,5.784725,71.367188,5.0,3.0,9.52,0.0,1510239587000
494.0,42.426093,-71.083427,4.965908,71.015625,5.0,3.0,9.43,0.0,1510239588000
495.0,42.426123,-71.08332,5.699123,71.015625,5.0,3.0,9.35,0.0,1510239589000
496.0,42.426152,-71.083211,5.075008,71.367188,5.0,4.0,9.33,0.0,1510239590000
497.0,42.42618,-71.083104,5.802944,71.367188,5.0,3.0,9.21,0.0,1510239591000
498.0,42.426206,-71.083002,5.267147,71.71875,5.0,3.0,9.05,0.0,1510239592000
499.0,42.426224,-71.082914,6.811489,72.070312,5.0,3.0,7.99,0.0,1510239593000
500.0,42.426241,-71.082828,6.130489,72.070312,5.0,3.0,6.96,0.0,1510239594000
501.0,42.426258,-71.082753,7.587337,72.070312,5.0,3.0,5.88,0.0,1510239595000
502.0,42.426268,-71.082695,7.346004,72.070312,5.0,3.0,4.82,0.0,1510239596000
503.0,42.426281,-71.082648,7.910915,72.070312,5.0,3.0,3.58,0.0,1510239597000
504.0,42.426288,-71.082611,7.704617,72.070312,5.0,3.0,2.82,0.0,1510239598000
505.0,42.426292,-71.082582,8.107143,72.070312,5.0,3.0,2.17,0.0,1510239599000
506.0,42.4263,-71.082567,7.847775,72.070312,5.0,3.0,1.24,0.0,1510239600000
507.0,42.426305,-71.082557,8.734493,71.71875,5.0,3.0,0.38,0.0,1510239601000
